occupation,skill,relation_type
insulation supervisor,install construction profiles,optional
insulation supervisor,apply adhesive wall coating,optional
insulation supervisor,apply spray foam insulation,optional
insulation supervisor,monitor construction site,optional
dismantling engineer,safety engineering,essential
dismantling engineer,design principles,essential
dismantling engineer,blueprints,essential
dismantling engineer,manage schedule of tasks,essential
dismantling engineer,perform risk analysis,essential
dismantling engineer,lead a team,essential
dismantling engineer,disassemble equipment,essential
dismantling engineer,disassemble machines,essential
dismantling engineer,dismantle broken appliances,essential
dismantling engineer,advise on machinery malfunctions,essential
dismantling engineer,develop project schedule,essential
dismantling engineer,write stress-strain analysis reports,essential
dismantling engineer,draw blueprints,essential
dismantling engineer,perform safety data analysis,essential
dismantling engineer,instruct on safety measures,essential
